nama_sertifikasi,score_rating,berbayar_free,lembaga_sertifikasi,available_unavailable,enrollment,metode,masa_berlaku,genre,url,source_file
"Accounting, Finance and Tax",4.7,Paid,MySkill.id,Available,0,Video E-Learning (145 Materi),Lifetime Access,Finance,https://myskill.id/learning-path/accounting-finance-tax,hasil_myskill_dynamic.csv
Graphic Design,4.7,Paid,MySkill.id,Available,0,Video E-Learning (61 Materi),Lifetime Access,Design,https://myskill.id/learning-path/graphic-design,hasil_myskill_dynamic.csv
Human Resource Development,1.6,Paid,MySkill.id,Available,0,Video E-Learning (75 Materi),Lifetime Access,Human Resources,https://myskill.id/learning-path/human-resource-development,hasil_myskill_dynamic.csv
"Sales, Business Development and Customer Service",4.7,Paid,MySkill.id,Available,0,Video E-Learning (45 Materi),Lifetime Access,Professional Skills,https://myskill.id/learning-path/sales-and-business-development,hasil_myskill_dynamic.csv
Career & Self Development,0.2,Paid,MySkill.id,Available,0,Video E-Learning (55 Materi),Lifetime Access,Professional Skills,https://myskill.id/learning-path/career-and-self-development,hasil_myskill_dynamic.csv
"Bisnis, Online Shop dan Freelance",4.6,Free,MySkill.id,Available,0,Video E-Learning (52 Materi),Lifetime Access,Professional Skills,https://myskill.id/learning-path/bisnis-online-shop-freelance,hasil_myskill_dynamic.csv
Foreign Languages,1.8,Paid,MySkill.id,Available,0,Video E-Learning (112 Materi),Lifetime Access,Professional Skills,https://myskill.id/learning-path/foreign-languages,hasil_myskill_dynamic.csv
Artificial Intelligence,4.7,Paid,MySkill.id,Available,0,Video E-Learning (18 Materi),Lifetime Access,Data & Analytics,https://myskill.id/learning-path/artificial-intelligence,hasil_myskill_dynamic.csv
Web 3.0 & Blockchain,3.0,Paid,MySkill.id,Available,0,Video E-Learning (14 Materi),Lifetime Access,Data & Analytics,https://myskill.id/learning-path/web-3-blockchain-development,hasil_myskill_dynamic.csv
Internet of Things,4.7,Paid,MySkill.id,Available,0,Video E-Learning (23 Materi),Lifetime Access,Professional Skills,https://myskill.id/learning-path/internet-of-things,hasil_myskill_dynamic.csv
Lihat Materi,4.8,Paid,MySkill.id,Available,0,Video E-Learning,Lifetime Access,Professional Skills,https://myskill.id/topic/data-analysis,hasil_myskill_dynamic.csv
PAKET VIDEO E-LEARNING,4.2,Paid,MySkill.id,Available,0,Video E-Learning,12 bulan,Data & Analytics,https://myskill.id/payment/e-learning/zGgyeWtC6KQo2uAWetBR,hasil_myskill_dynamic.csv
UI-UX Design,4.8,Paid,MySkill.id,Available,0,Video E-Learning,Lifetime Access,Design,https://drive.google.com/file/d/1HGxfkTyjkqLDKZlSuaj0qK5SFsrNfuaC/view?usp=drive_link,hasil_myskill_dynamic.csv
Data Analysis,4.8,Paid,MySkill.id,Available,0,Video E-Learning,Lifetime Access,Data & Analytics,https://drive.google.com/file/d/1NfldwziAitWtTO0t7Xn-z8WDpy2Q9Ty9/view?usp=drive_link,hasil_myskill_dynamic.csv
Junior Cybersecurity Analyst,4.7,Paid,Cisco Networking Academy,Available,0,,,Career Path,https://www.netacad.com/career-paths/cybersecurity?courseLang=en-US,netacad_courses.csv
CyberOps Associate,4.7,Paid,Cisco Networking Academy,Available,0,Instructor-led,,Course,https://www.netacad.com/courses/cyberops-associate?courseLang=en-US,netacad_courses.csv
[BETA] College Board AP Career Kickstart Cybersecurity,4.7,Paid,Cisco Networking Academy,Available,0,Instructor-led,,Course,https://www.netacad.com/courses/ap-ck-cybersecurity?courseLang=en-US,netacad_courses.csv
A Day in the Life of a Cybersecurity Professional,4.7,Paid,Cisco Networking Academy,Available,0,Program Info,,Resource,https://www.netacad.com/resources/program-info/day-life-cybersecurity-professional?courseLang=en-US,netacad_courses.csv
A Future-Proof Career,4.7,Paid,Cisco Networking Academy,Available,0,Program Info,,Resource,https://www.netacad.com/resources/program-info/future-proof-career?courseLang=en-US,netacad_courses.csv
A Path Paved by Cisco to a Life at Cisco: How Yao Built Her Career in Cybersecurity,4.7,Paid,Cisco Networking Academy,Available,0,Success Stories,,Article,https://www.netacad.com/articles/success-stories/yao-tong?courseLang=en-US,netacad_courses.csv
Network Technician,4.7,Paid,Cisco Networking Academy,Available,0,,,Career Path,https://www.netacad.com/career-paths/network-technician?courseLang=en-US,netacad_courses.csv
CCNP Enterprise: Core Networking (v8),4.7,Paid,Cisco Networking Academy,Retiring (Retiring in 226 days),0,Instructor-led,,Course,https://www.netacad.com/courses/ccnp-enterprise-core-networking?courseLang=en-US,netacad_courses.csv
Cloud Managed Networking 101 with Cisco Meraki,4.7,Paid,Cisco Networking Academy,Available,0,,,Module,https://www.netacad.com/modules/cloud-managed-networking-101?courseLang=en-US,netacad_courses.csv
Industrial Networking Essentials: Your First Step in Operational Technology,4.7,Paid,Cisco Networking Academy,Available,0,News,,Article,https://www.netacad.com/articles/news/s-new-in-networking-industrial-networking-essentials?courseLang=en-US,netacad_courses.csv
[BETA] College Board AP Career Kickstart Networking,4.7,Paid,Cisco Networking Academy,Available,0,Instructor-led,,Course,https://www.netacad.com/courses/ap-ck-networking?courseLang=en-US,netacad_courses.csv
[BETA] Subnetting Mastery,4.7,Free,Cisco Networking Academy,Available,0,"Self-paced, Instructor-led",,Course,https://www.netacad.com/courses/subnetting-mastery?courseLang=en-US,netacad_courses.csv
AI Fundamentals with IBM SkillsBuild,4.7,Free,IBM,Available,0,Self-paced,,Course,https://www.netacad.com/courses/ai-ibm-skillsbuild?courseLang=en-US,netacad_courses.csv
AI with Intel,4.7,Paid,Intel,Available,0,,,Learning Collection,https://www.netacad.com/learning-collections/ai-intel?courseLang=en-US,netacad_courses.csv
AI Security Nuggets,4.7,Paid,Cisco Networking Academy,Available,0,,,Module,https://www.netacad.com/modules/ai-security-nuggets?courseLang=en-US,netacad_courses.csv
Apply AI,4.7,Paid,Cisco Networking Academy,Available,0,,,Learning Collection,https://www.netacad.com/learning-collections/apply-ai?courseLang=en-US,netacad_courses.csv
Apply AI: Analyze Customer Reviews,4.7,Free,Cisco Networking Academy,Available,0,"Self-paced, Instructor-led",,Course,https://www.netacad.com/courses/apply-ai-analyze-customer-reviews?courseLang=en-US,netacad_courses.csv
Apply AI: Update Your Resume,4.7,Free,Cisco Networking Academy,Available,0,"Self-paced, Instructor-led",,Course,https://www.netacad.com/courses/apply-ai-update-your-resume?courseLang=en-US,netacad_courses.csv
Python,4.7,Paid,Python,Available,0,,,Learning Collection,https://www.netacad.com/learning-collections/python?courseLang=en-US,netacad_courses.csv
JavaScript,4.7,Paid,Javascript,Available,0,,,Learning Collection,https://www.netacad.com/learning-collections/javascript?courseLang=en-US,netacad_courses.csv
Advance Your Python Skills with Python Essentials 2,4.7,Paid,Cisco Networking Academy,Available,0,News,,Article,https://www.netacad.com/articles/news/s-advance-your-python-skills-with-python-essentials-2?courseLang=en-US,netacad_courses.csv
C Advanced,4.7,Paid,CANDCPP,Available,0,Instructor-led,,Course,https://www.netacad.com/courses/c-advanced?courseLang=en-US,netacad_courses.csv
C Essentials 1,4.7,Paid,CANDCPP,Available,0,Instructor-led,,Course,https://www.netacad.com/courses/c-essentials-1?courseLang=en-US,netacad_courses.csv
C Essentials 2,4.7,Paid,CANDCPP,Available,0,Instructor-led,,Course,https://www.netacad.com/courses/c-essentials-2?courseLang=en-US,netacad_courses.csv
Linux Unhatched,4.7,Free,NDG,Available,0,"Self-paced, Instructor-led",,Course,https://www.netacad.com/courses/linux-unhatched?courseLang=en-US,netacad_courses.csv
Fundamentos de Linux,4.7,Free,NDG,Available,0,"Self-paced, Instructor-led",,Course,https://www.netacad.com/courses/fundamentos-de-linux?courseLang=es-XL,netacad_courses.csv
Linux Essentials,4.7,Free,NDG,Available,0,"Self-paced, Instructor-led",,Course,https://www.netacad.com/courses/linux-essentials?courseLang=en-US,netacad_courses.csv
Linux 1,4.7,Paid,NDG,Available,0,"Self-paced, Instructor-led",,Course,https://www.netacad.com/courses/linux-1?courseLang=en-US,netacad_courses.csv
Linux 2,4.7,Paid,NDG,Available,0,"Self-paced, Instructor-led",,Course,https://www.netacad.com/courses/linux-2?courseLang=en-US,netacad_courses.csv
IT Essentials 7,4.7,Paid,Cisco Networking Academy,Retiring (Retiring in 66 days),0,Instructor-led,,Course,https://www.netacad.com/courses/it-essentials-7?courseLang=en-US,netacad_courses.csv
Cisco Packet Tracer,4.7,Paid,Cisco Networking Academy,Available,0,,,Learning Collection,https://www.netacad.com/learning-collections/cisco-packet-tracer?courseLang=en-US,netacad_courses.csv
Access the Updated Cisco Packet Tracer 9.0 Beta,4.7,Paid,Cisco Networking Academy,Available,0,News,,Article,https://www.netacad.com/articles/news/cisco-packet-tracer-9-0-beta?courseLang=en-US,netacad_courses.csv
Accessibility in Cisco Packet Tracer,4.7,Paid,Cisco Networking Academy,Available,0,Accessibility,,Resource,https://www.netacad.com/resources/accessibility/packet-tracer?courseLang=en-US,netacad_courses.csv
Comparing Cisco Packet Tracer and Cisco Modeling Labs Free,4.7,Paid,Cisco Networking Academy,Available,0,Practice Tools & Labs,,Resource,https://www.netacad.com/resources/lab/comparing-cisco-packet-tracer-and-cml-free?courseLang=en-US,netacad_courses.csv
Exploring Internet of Things with Cisco Packet Tracer,4.7,Free,Cisco Networking Academy,Available,0,"Self-paced, Instructor-led",,Course,https://www.netacad.com/courses/exploring-iot-cisco-packet-tracer?courseLang=en-US,netacad_courses.csv
Exploring Networking with Cisco Packet Tracer,4.7,Free,Cisco Networking Academy,Available,0,"Self-paced, Instructor-led",,Course,https://www.netacad.com/courses/exploring-networking-cisco-packet-tracer?courseLang=en-US,netacad_courses.csv
"Create Digital Content, Communicate and Collaborate Online",4.7,Free,Cisco Networking Academy,Available,0,"Self-paced, Instructor-led",,Course,https://www.netacad.com/courses/create-communicate-collaborate?courseLang=en-US,netacad_courses.csv
Digital Awareness,4.7,Free,Cisco Networking Academy,Available,0,"Self-paced, Instructor-led",,Course,https://www.netacad.com/courses/digital-awareness?courseLang=en-US,netacad_courses.csv
Digital Literacy,4.7,Paid,Cisco Networking Academy,Available,0,,,Learning Collection,https://www.netacad.com/learning-collections/digital-literacy?courseLang=en-US,netacad_courses.csv
Digital Literacy Certification by OpenEDG,4.7,Paid,Cisco Networking Academy,Available,0,News,,Article,https://www.netacad.com/articles/news/s-digital-literacy-certification-by-openedg?courseLang=en-US,netacad_courses.csv
Digital Safety and Security Awareness,4.7,Free,Cisco Networking Academy,Available,0,"Self-paced, Instructor-led",,Course,https://www.netacad.com/courses/digital-safety-security?courseLang=en-US,netacad_courses.csv
Gain Confidence with Digital Skills,4.7,Paid,Cisco Networking Academy,Available,0,News,,Article,https://www.netacad.com/articles/news/s-gain-confidence-digital-skills?courseLang=en-US,netacad_courses.csv
Professional Skills,4.7,Paid,Cisco Networking Academy,Available,0,,,Learning Collection,https://www.netacad.com/learning-collections/professionalskills?courseLang=en-US,netacad_courses.csv
Build your entrepreneurial skills,4.7,Paid,Cisco Networking Academy,Available,0,News,,Article,https://www.netacad.com/articles/news/build-entrepreneurial-skills?courseLang=en-US,netacad_courses.csv
Connecting to Jobs,4.7,Paid,Cisco Networking Academy,Available,0,Program Info,,Resource,https://www.netacad.com/resources/program-info/connecting-to-jobs-webinar?courseLang=en-US,netacad_courses.csv
Creating Compelling Reports,4.7,Free,Cisco Networking Academy,Available,0,"Self-paced, Instructor-led",,Course,https://www.netacad.com/courses/compelling-reports?courseLang=en-US,netacad_courses.csv
Discovering Entrepreneurship,4.7,Free,Cisco Networking Academy,Available,0,"Self-paced, Instructor-led",,Course,https://www.netacad.com/courses/discovering-entrepreneurship?courseLang=en-US,netacad_courses.csv
Engaging Stakeholders for Success,4.7,Free,Cisco Networking Academy,Available,0,"Self-paced, Instructor-led",,Course,https://www.netacad.com/courses/engaging-stakeholders?courseLang=en-US,netacad_courses.csv
A Framework for Sustainability in IT,4.7,Paid,Cisco Networking Academy,Available,0,,,Module,https://www.netacad.com/modules/a-framework-for-sustainability-in-it?courseLang=en-US,netacad_courses.csv
Exploring Sustainability,4.7,Paid,Cisco Networking Academy,Available,0,,,Module,https://www.netacad.com/modules/exploring-sustainability?courseLang=en-US,netacad_courses.csv
Introduction to Greenhouse Gas Accounting for IT,4.7,Free,Cisco Networking Academy,Available,0,"Self-paced, Instructor-led",,Course,https://www.netacad.com/courses/introduction-to-greenhouse-gas-accounting-for-it?courseLang=en-US,netacad_courses.csv
Back to school at age 46: Everett's path to network engineering,4.7,Paid,Cisco Networking Academy,Available,0,Success Stories,,Article,https://www.netacad.com/articles/success-stories/back-to-school-at-age-46-network-engineering?courseLang=en-US,netacad_courses.csv
Everything clicks for Elicia in tech,4.7,Paid,Cisco Networking Academy,Available,0,Success Stories,,Article,https://www.netacad.com/articles/success-stories/everything-clicks-in-tech?courseLang=en-US,netacad_courses.csv
From Cameroon to a Baltimore community college: How Camilla became a security analyst,4.7,Paid,Cisco Networking Academy,Available,0,Success Stories,,Article,https://www.netacad.com/articles/success-stories/cameroon-to-community-college?courseLang=en-US,netacad_courses.csv
From Introduction to Cybersecurity to a full college scholarship,4.7,Paid,Cisco Networking Academy,Available,0,Success Stories,,Article,https://www.netacad.com/articles/success-stories/from-introduction-to-cybersecurity-to-full-college-scholarship?courseLang=en-US,netacad_courses.csv
How One Cisco Networking Academy Cybersecurity Instructor Is Changing Lives,4.7,Paid,Cisco Networking Academy,Available,0,Success Stories,,Article,https://www.netacad.com/articles/success-stories/salazar-instructor-latin-america?courseLang=en-US,netacad_courses.csv
How Shenal built a career in cybersecurity during an economic crisis,4.7,Paid,Cisco Networking Academy,Available,0,Success Stories,,Article,https://www.netacad.com/articles/success-stories/facing-the-crisis?courseLang=en-US,netacad_courses.csv
The Complete Mechanical Engineering Course - 12 Courses in 1,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Engineering,https://www.udemy.com/course/mechanical-engineering-crash-course/,udemy_master_data.csv
Understanding Engineering Drawings,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Engineering,https://www.udemy.com/course/understanding-engineering-drawings/,udemy_master_data.csv
Advanced Diploma in Mechanical Engineering,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Engineering,https://www.udemy.com/course/advanced-diploma-in-mechanical-engineering/,udemy_master_data.csv
Product Development & Systems Engineering (INCOSE / 15288),4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Engineering,https://www.udemy.com/course/learnse_product_development_systems_engineering/,udemy_master_data.csv
Aerospace Engineering: Aircraft Fundamentals,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Engineering,https://www.udemy.com/course/aerospace-engineering-aircraft-and-airplanes-course/,udemy_master_data.csv
Fundamentals of Mechanical Engineering: Learn with Animation,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Engineering,https://www.udemy.com/course/fundamentals-of-mechanical-engineering/,udemy_master_data.csv
Process/Chemical Engineering - BOOTCAMP 2021,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Engineering,https://www.udemy.com/course/pd1-process-engineering-design-course/,udemy_master_data.csv
INTUITION MATTERS! Applied Calculus in Engineering: Complete,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Engineering,https://www.udemy.com/course/intuition-matters-applied-calculus-for-engineers-complete/,udemy_master_data.csv
Mechanical Engineering Design - The Ultimate Course,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Engineering,https://www.udemy.com/course/mechanical-engineering-design-ultimate-course/,udemy_master_data.csv
Industrial & Systems Engineering,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Engineering,https://www.udemy.com/course/industrial-systems-engineering/,udemy_master_data.csv
Master Construction Drawing & Structural Engineering -2 in 1,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Engineering,https://www.udemy.com/course/learn-structural-architectural-vastu-plans-along-etabs/,udemy_master_data.csv
Software Engineering 101: Plan and Execute Better Software.,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Engineering,https://www.udemy.com/course/software-engineering-101/,udemy_master_data.csv
Design Engineering: Software Engineering,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Engineering,https://www.udemy.com/course/design-software-engineering/,udemy_master_data.csv
