nama_sertifikasi,score_rating,berbayar_free,lembaga_sertifikasi,available_unavailable,enrollment,metode,masa_berlaku,genre,url,source_file
AI Python for Beginners,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Python,https://www.coursera.org/learn/ai-python-for-beginners,hasil_coursera_dynamic.csv
Learn Python,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Python,https://www.coursera.org/specializations/learn-python,hasil_coursera_dynamic.csv
Microsoft Python Development,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Python,https://www.coursera.org/professional-certificates/microsoft-python-developer,hasil_coursera_dynamic.csv
Automate Cybersecurity Tasks with Python,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Python,https://www.coursera.org/learn/automate-cybersecurity-tasks-with-python,hasil_coursera_dynamic.csv
Create Your First Python Program From UST,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Python,https://www.coursera.org/projects/first-python-program-ust,hasil_coursera_dynamic.csv
"Python Basics: Learn, Apply & Build Programs",4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Python,https://www.coursera.org/learn/python-basics-learn-apply-build-programs,hasil_coursera_dynamic.csv
R Programming,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,R Programming,https://www.coursera.org/learn/r-programming,hasil_coursera_dynamic.csv
Introduction to R Programming for Data Science,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,R Programming,https://www.coursera.org/learn/introducton-r-programming-data-science,hasil_coursera_dynamic.csv
Data Analysis with R,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,R Programming,https://www.coursera.org/learn/data-analysis-with-r,hasil_coursera_dynamic.csv
Microsoft R Programming for Everyone,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,R Programming,https://www.coursera.org/professional-certificates/microsoft-r-programming-for-everyone,hasil_coursera_dynamic.csv
The R Programming Starter Course,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,R Programming,https://www.coursera.org/learn/the-r-programming-starter-course,hasil_coursera_dynamic.csv
Data Visualization & Dashboarding with R,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,R Programming,https://www.coursera.org/specializations/jhu-data-visualization-dashboarding-with-r,hasil_coursera_dynamic.csv
Data Science with R,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,R Programming,https://www.coursera.org/specializations/data-science-r,hasil_coursera_dynamic.csv
Getting Started with R,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,R Programming,https://www.coursera.org/projects/getting-started-with-r,hasil_coursera_dynamic.csv
Advanced Data Applications and Integration,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,R Programming,https://www.coursera.org/learn/microsoft-advanced-data-applications-and-integration,hasil_coursera_dynamic.csv
"R: Code, Import, Transform Data",4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,R Programming,https://www.coursera.org/learn/r-code-import-transform-data,hasil_coursera_dynamic.csv
Expressway to Data Science: R Programming and Tidyverse,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,R Programming,https://www.coursera.org/specializations/data-science-r-programming-tidyverse,hasil_coursera_dynamic.csv
Applied Data Science with R,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,R Programming,https://www.coursera.org/specializations/applied-data-science-r,hasil_coursera_dynamic.csv
Computer Science: Programming with a Purpose,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,R Programming,https://www.coursera.org/learn/cs-programming-java,hasil_coursera_dynamic.csv
SQL for Data Science with R,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,R Programming,https://www.coursera.org/learn/sql-data-science-r,hasil_coursera_dynamic.csv
Introduction to R Programming and Tidyverse,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,R Programming,https://www.coursera.org/learn/r-programming-tidyverse,hasil_coursera_dynamic.csv
R Programming: Data Analysis and Modeling,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,R Programming,https://www.coursera.org/learn/r-programming-data-analysis-modeling-lo094025,hasil_coursera_dynamic.csv
Coding for Everyone: C and C++,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,R Programming,https://www.coursera.org/specializations/coding-for-everyone,hasil_coursera_dynamic.csv
Introduction to AI,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Artificial Intelligence,https://www.coursera.org/learn/google-introduction-to-ai,hasil_coursera_dynamic.csv
AI For Business,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Artificial Intelligence,https://www.coursera.org/specializations/ai-for-business-wharton,hasil_coursera_dynamic.csv
Agentic AI and AI Agents for Leaders,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Artificial Intelligence,https://www.coursera.org/specializations/ai-agents-for-leaders,hasil_coursera_dynamic.csv
Microsoft AI & ML Engineering,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Artificial Intelligence,https://www.coursera.org/professional-certificates/microsoft-ai-and-ml-engineering,hasil_coursera_dynamic.csv
Introduction to Generative AI,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Artificial Intelligence,https://www.coursera.org/learn/introduction-to-generative-ai,hasil_coursera_dynamic.csv
AI Agent Developer,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Artificial Intelligence,https://www.coursera.org/specializations/ai-agents,hasil_coursera_dynamic.csv
Artificial Intelligence for Healthcare,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Artificial Intelligence,https://www.coursera.org/specializations/artificial-intelligence-for-healthcare,hasil_coursera_dynamic.csv
Artificial Intelligence Essentials,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Artificial Intelligence,https://www.coursera.org/learn/artificial-intelligence-essentials,hasil_coursera_dynamic.csv
AI in Healthcare,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Artificial Intelligence,https://www.coursera.org/specializations/ai-healthcare,hasil_coursera_dynamic.csv
Generative AI for Everyone,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Artificial Intelligence,https://www.coursera.org/learn/generative-ai-for-everyone,hasil_coursera_dynamic.csv
AI Foundations for Business Professionals,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Artificial Intelligence,https://www.coursera.org/specializations/ai-foundations-business-professionals,hasil_coursera_dynamic.csv
Master of Science in Artificial Intelligence,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Artificial Intelligence,https://www.coursera.org/degrees/ms-artificial-intelligence-boulder,hasil_coursera_dynamic.csv
Machine Learning and Deep Learning for Software Engineers,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Deep Learningbusiness,https://www.coursera.org/specializations/machine-learning-deep-learning,hasil_coursera_dynamic.csv
Advanced Deep Learning Architectures,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Deep Learningbusiness,https://www.coursera.org/specializations/advanced-deep-learning--architectures,hasil_coursera_dynamic.csv
Generative AI in Business,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Deep Learningbusiness,https://www.coursera.org/specializations/generative-ai-in-business,hasil_coursera_dynamic.csv
"IBM Deep Learning with PyTorch, Keras and Tensorflow",4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Deep Learningbusiness,https://www.coursera.org/professional-certificates/ibm-deep-learning-with-pytorch-keras-tensorflow,hasil_coursera_dynamic.csv
PyTorch for Deep Learning,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Deep Learningbusiness,https://www.coursera.org/professional-certificates/pytorch-for-deep-learning,hasil_coursera_dynamic.csv
Deep Learning for Computer Vision,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Deep Learningbusiness,https://www.coursera.org/specializations/deep-learning-computer-vision,hasil_coursera_dynamic.csv
Deep Reinforcement Learning Hands-On,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Deep Learningbusiness,https://www.coursera.org/specializations/packt-deep-reinforcement-learning-hands-on-specialization,hasil_coursera_dynamic.csv
"Deep Learning with Python: CNN, ANN & RNN",4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Deep Learningbusiness,https://www.coursera.org/specializations/deep-learning-python-cnn-ann-rnn,hasil_coursera_dynamic.csv
Data Analytics and Deep Learning,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Deep Learningbusiness,https://www.coursera.org/specializations/data-analytics-and-deep-learning,hasil_coursera_dynamic.csv
Learning Deep Learning,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Deep Learningbusiness,https://www.coursera.org/specializations/pearson-learning-deep-learning-from-perception-to-large-language-models,hasil_coursera_dynamic.csv
Deep Learning: Train Neural Networks and Deploy with Docker,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Deep Learningbusiness,https://www.coursera.org/learn/deep-learning-train-neural-networks-and-deploy-with-docker,hasil_coursera_dynamic.csv
Deep Learning Engineering,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Deep Learningbusiness,https://www.coursera.org/specializations/deep-learning-engineering,hasil_coursera_dynamic.csv
Deep Learning: Advanced Backbones and Efficient GPU Training,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Deep Learningbusiness,https://www.coursera.org/learn/deep-learning-advanced-backbones-and-efficient-gpu-training,hasil_coursera_dynamic.csv
Deep Learning with TensorFlow,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Deep Learningbusiness,https://www.coursera.org/specializations/packt-deep-learning-with-tensorflow,hasil_coursera_dynamic.csv
Introduction to Deep Learning & Neural Networks with Keras,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Deep Learningbusiness,https://www.coursera.org/learn/introduction-to-deep-learning-with-keras,hasil_coursera_dynamic.csv
Deep Learning for Healthcare,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Deep Learningbusiness,https://www.coursera.org/specializations/deep-learning-healthcare,hasil_coursera_dynamic.csv
Machine Learning for Marketing,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Deep Learningbusiness,https://www.coursera.org/specializations/machine-learning-for-marketing,hasil_coursera_dynamic.csv
Deep Learning: Recurrent Neural Networks with Python,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Deep Learningbusiness,https://www.coursera.org/specializations/packt-deep-learning-recurrent-neural-networks-with-python,hasil_coursera_dynamic.csv
Informed Clinical Decision Making using Deep Learning,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Deep Learningbusiness,https://www.coursera.org/specializations/clin-decision-deep-learning,hasil_coursera_dynamic.csv
Deep Learning with Real-World Projects,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Deep Learningbusiness,https://www.coursera.org/specializations/packt-deep-learning-with-real-world-projects,hasil_coursera_dynamic.csv
Deep Learning with PyTorch,4.7,Paid,Coursera,Available,0,Self-paced,Lifetime Access,Deep Learningbusiness,https://www.coursera.org/learn/advanced-deep-learning-with-pytorch,hasil_coursera_dynamic.csv
Pelajari Cara Membuat Copywriting u...,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=Pelajari-Cara-Membuat-Copywriting-untuk-Pemula,hasil_dibimbing_dynamic.csv
Membuat Konten Social Media yang Me...,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=Membuat-Konten-Social-Media-yang-Menjual-dengan-Canva,hasil_dibimbing_dynamic.csv
Cara Membuat Campaign di Social Med...,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=social-media-campaign,hasil_dibimbing_dynamic.csv
Belajar Graphic Design menggunakan ...,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=Adobe-Illustrator-Tidak-Sesulit-Itu,hasil_dibimbing_dynamic.csv
Membuat UI Design dengan Figma,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=ui-design-using-figma,hasil_dibimbing_dynamic.csv
Membuat Design System untuk UI Desi...,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=how-to-create-design-system,hasil_dibimbing_dynamic.csv
Basic Python untuk Data Cleaning da...,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=python-basic,hasil_dibimbing_dynamic.csv
Basic HTML & CSS,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=build-personal-portofolio,hasil_dibimbing_dynamic.csv
Belajar Dasar-Dasar Pemrograman men...,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=belajar-dasar-dasar-pemrograman-menggunakan-javascript,hasil_dibimbing_dynamic.csv
Mengenal dan Memahami User Experien...,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=mengenal-dan-memahami-user-experience-,hasil_dibimbing_dynamic.csv
Classification to Machine Learning,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=classification-machine-learning,hasil_dibimbing_dynamic.csv
Content Strategy & Planning,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=content-planning,hasil_dibimbing_dynamic.csv
Editing Video with Capcut,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=editing-video-with-capcut,hasil_dibimbing_dynamic.csv
UX Research: Analisis Data & Report...,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=analisis-data-reporting,hasil_dibimbing_dynamic.csv
Dasar-dasar UX Writing,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=dasar-ux-writing,hasil_dibimbing_dynamic.csv
Introduction Customer Relationship ...,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=introduction-CRM,hasil_dibimbing_dynamic.csv
SEO: Keyword Research,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=seo-keyword-research,hasil_dibimbing_dynamic.csv
Pelajari Cara Riset Pasar secara Ku...,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=pelajari-cara-riset-pasar-secara-kuantitatif,hasil_dibimbing_dynamic.csv
Cara Beriklan Menggunakan Google Ad...,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=google-ads-network,hasil_dibimbing_dynamic.csv
Research Preparation,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=research-preparation,hasil_dibimbing_dynamic.csv
Basic Ms. Excel,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=basic-ms-excel,hasil_dibimbing_dynamic.csv
SEO: Wordpress Fundamental for SEO,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=SEO-wordpress-fundamental,hasil_dibimbing_dynamic.csv
Understanding Product,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=understanding-product,hasil_dibimbing_dynamic.csv
"Qualitative Research: Interviewing,...",4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=qualitative-research-ux,hasil_dibimbing_dynamic.csv
Mengoptimalkan Search Engine Market...,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=search-engine-marketing,hasil_dibimbing_dynamic.csv
Content Writing,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=content-writing,hasil_dibimbing_dynamic.csv
Analisis Data dengan Excel,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=analisis-data-excel,hasil_dibimbing_dynamic.csv
Introduction to React,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=introduction-react,hasil_dibimbing_dynamic.csv
Introduction to Tableau,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=introduction-to-tableau,hasil_dibimbing_dynamic.csv
Data Preparation with Tableau,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=data-preparation-tableau,hasil_dibimbing_dynamic.csv
React for Web Development part 1,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=react-for-web-development-1,hasil_dibimbing_dynamic.csv
Classification to Machine Learning ...,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=classification-to-machine-learning-2,hasil_dibimbing_dynamic.csv
CRM: Mailchimp,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=blast-email-CRM,hasil_dibimbing_dynamic.csv
Belajar Database dan SQL Dasar untu...,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=database-sql,hasil_dibimbing_dynamic.csv
Membuat Website Tanpa Coding,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=membuat-website-tanpa-coding,hasil_dibimbing_dynamic.csv
CRM: Push Notification,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=crm-push-notification,hasil_dibimbing_dynamic.csv
Set Up Google Display Network,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=setup-google-display-network,hasil_dibimbing_dynamic.csv
Creating Apps : UI Design Using Fig...,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=membuat-ui-design-dengan-figma,hasil_dibimbing_dynamic.csv
MySQL - The Complete Developer Guid...,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=mySQL-developer-guide,hasil_dibimbing_dynamic.csv
React for Web Development part 2,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=react-web-development-part2,hasil_dibimbing_dynamic.csv
Prototyping,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=membuat-prototyping-UIUX,hasil_dibimbing_dynamic.csv
"Optimizing, Analysis, and Reporting...",4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=optimizing-analysis-reporting-ads,hasil_dibimbing_dynamic.csv
Async Programming for Web Developme...,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=async-programming-webdev,hasil_dibimbing_dynamic.csv
Knowledge about basic CI/CD and how...,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=basic-ci-cd-for-github,hasil_dibimbing_dynamic.csv
Introduction to Javascript Part 2,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=introduction-javascript-part2,hasil_dibimbing_dynamic.csv
Logic Boolean and Numerical,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=logic-boolean,hasil_dibimbing_dynamic.csv
Clustering to Machine Learning,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=clustering-machine-learning,hasil_dibimbing_dynamic.csv
Build RESTful API with Node JS & Ex...,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=nodejs-expressjs-part2,hasil_dibimbing_dynamic.csv
Knowledge About Container (Docker) ...,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=knowledge-about-container,hasil_dibimbing_dynamic.csv
Introduction to Smart Animate & Mot...,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=motion-design,hasil_dibimbing_dynamic.csv
Belajar Query Database Dasar Pada P...,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=query-data,hasil_dibimbing_dynamic.csv
Build Usable Enterprise Application...,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=build-usable-enterprise,hasil_dibimbing_dynamic.csv
Introduction to Go (Programming Lan...,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=intorduction-to-go,hasil_dibimbing_dynamic.csv
Belajar Filtering Data Pada Postgre...,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=filtering-postgreSQL,hasil_dibimbing_dynamic.csv
Building a Clean and Testable API S...,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=clean-testable-api,hasil_dibimbing_dynamic.csv
Copy Research,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=copy-research,hasil_dibimbing_dynamic.csv
Basic Theory and Practical Knowledg...,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=practical-knowledge-ops-software-engineering,hasil_dibimbing_dynamic.csv
Menulis sesuai komponen UI,4.5,Paid,Dibimbing.id,Available,0,Bootcamp / Course,Sesuai Batch,Digital & Tech,https://learn.dibimbing.id/explore/course?slug=menulis-komponen-UI,hasil_dibimbing_dynamic.csv
Baca Cerita,4.8,Paid,MySkill.id,Available,0,Video E-Learning,Lifetime Access,Professional Skills,https://blog.myskill.id/testimoni-myskill/review-myskill-taufik-rafli-berhasil-keterima-kerja-di-bni-setelah-belajar-elearning-myskill/,hasil_myskill_dynamic.csv
TikTok Ads Fundamental,3.5,Paid,MySkill.id,Available,0,Video E-Learning,Lifetime Access,Professional Skills,https://myskill.id/course/tiktok-ads-fundamental,hasil_myskill_dynamic.csv
App Marketing Introduction,4.6,Paid,MySkill.id,Available,0,Video E-Learning,Lifetime Access,Professional Skills,https://myskill.id/course/digital-app-marketing-introduction,hasil_myskill_dynamic.csv
Copywriting Introduction,4.7,Paid,MySkill.id,Available,0,Video E-Learning,Lifetime Access,Professional Skills,https://myskill.id/course/creative-copywriting-introduction,hasil_myskill_dynamic.csv
SEO Fundamentals,1.9,Paid,MySkill.id,Available,0,Video E-Learning,Lifetime Access,Marketing,https://myskill.id/course/seo-fundamentals,hasil_myskill_dynamic.csv
Campaign Fundamentals,4.3,Paid,MySkill.id,Available,0,Video E-Learning,Lifetime Access,Data & Analytics,https://myskill.id/course/digital-marketing-campaign-fundamentals,hasil_myskill_dynamic.csv
Influencer Marketing Introduction,2.3,Paid,MySkill.id,Available,0,Video E-Learning,Lifetime Access,Professional Skills,https://myskill.id/course/influencer-marketing-introduction,hasil_myskill_dynamic.csv
Introduction to Google Analytics,2.0,Paid,MySkill.id,Available,0,Video E-Learning,Lifetime Access,Professional Skills,https://myskill.id/course/introduction-to-google-analytics,hasil_myskill_dynamic.csv
Social Media Introduction,3.3,Paid,MySkill.id,Available,0,Video E-Learning,Lifetime Access,Marketing,https://myskill.id/course/social-media-introduction-2,hasil_myskill_dynamic.csv
Customer Relationship Management,4.7,Paid,MySkill.id,Available,0,Video E-Learning,Lifetime Access,Professional Skills,https://myskill.id/course/customer-relationship-management,hasil_myskill_dynamic.csv
Google Ads Introduction,4.7,Paid,MySkill.id,Available,0,Video E-Learning,Lifetime Access,Professional Skills,https://myskill.id/course/google-ads,hasil_myskill_dynamic.csv
Digital Marketing,4.8,Paid,MySkill.id,Available,0,Video E-Learning (152 Materi),Lifetime Access,Marketing,https://myskill.id/learning-path/digital-marketing,hasil_myskill_dynamic.csv
Data Science & Data Analysis,3.4,Paid,MySkill.id,Available,0,Video E-Learning (147 Materi),Lifetime Access,Data & Analytics,https://myskill.id/learning-path/data-science-and-data-analysis,hasil_myskill_dynamic.csv
"Microsoft Excel, Word and PowerPoint",4.7,Paid,MySkill.id,Available,0,Video E-Learning (59 Materi),Lifetime Access,Productivity,https://myskill.id/learning-path/microsoft-excel-word-powerpoint,hasil_myskill_dynamic.csv
UI-UX Research and Design,4.7,Paid,MySkill.id,Available,0,Video E-Learning (78 Materi),Lifetime Access,Design,https://myskill.id/learning-path/ui-ux-research-design,hasil_myskill_dynamic.csv
Product and Project Management,4.7,Paid,MySkill.id,Available,0,Video E-Learning (43 Materi),Lifetime Access,Professional Skills,https://myskill.id/learning-path/product-project-management,hasil_myskill_dynamic.csv
Website & Apps Development,3.1,Paid,MySkill.id,Available,0,Video E-Learning (244 Materi),Lifetime Access,Professional Skills,https://myskill.id/learning-path/web-development,hasil_myskill_dynamic.csv
Software Quality Assurance,4.7,Paid,MySkill.id,Available,0,Video E-Learning (57 Materi),Lifetime Access,Professional Skills,https://myskill.id/learning-path/software-quality-assurance,hasil_myskill_dynamic.csv
English Test and Scholarship Preparation,4.7,Paid,MySkill.id,Available,0,Video E-Learning (116 Materi),Lifetime Access,Professional Skills,https://myskill.id/learning-path/english-test-scholarship,hasil_myskill_dynamic.csv
